,,All HRPs,White: Total,White: Scottish	,White: Other British	,White: Irish	,White: Other (1)	,Mixed or multiple ethnic groups	,Asian Asian Scottish or Asian British	,African,Caribbean or Black,Other ethnic groups
S01009400,One family household: Total,152,151,130,17,3,1,0,1,0,0,0
S01009400,One family household: All aged 65 and over,21,21,16,4,1,0,0,0,0,0,0
S01009400,One family household: Couple family,103,103,90,11,1,1,0,0,0,0,0
S01009400,One family household: Lone parent,28,27,24,2,1,0,0,1,0,0,0
S01009400,Other household types,11,10,8,1,0,1,0,1,0,0,0
S01009401,All households,284,282,208,67,2,5,0,2,0,0,0
S01009401,One person household,57,57,38,17,1,1,0,0,0,0,0
S01009401,One family household: Total,220,218,166,47,1,4,0,2,0,0,0
S01009401,One family household: All aged 65 and over,57,57,42,15,0,0,0,0,0,0,0
S01009401,One family household: Couple family,144,142,108,30,0,4,0,2,0,0,0
S01009401,One family household: Lone parent,19,19,16,2,1,0,0,0,0,0,0
S01009401,Other household types,7,7,4,3,0,0,0,0,0,0,0
S01009402,All households,397,389,309,72,3,5,0,7,1,0,0
S01009402,One person household,92,92,70,18,1,3,0,0,0,0,0
S01009402,One family household: Total,299,294,236,54,2,2,0,5,0,0,0
S01009402,One family household: All aged 65 and over,59,59,46,12,1,0,0,0,0,0,0
S01009402,One family household: Couple family,217,212,169,40,1,2,0,5,0,0,0
S01009402,One family household: Lone parent,23,23,21,2,0,0,0,0,0,0,0
S01009402,Other household types,6,3,3,0,0,0,0,2,1,0,0
S01009403,All households,206,202,164,34,3,1,0,2,1,0,1
S01009403,One person household,38,36,31,5,0,0,0,2,0,0,0
S01009403,One family household: Total,164,163,130,29,3,1,0,0,1,0,0
S01009403,One family household: All aged 65 and over,11,11,10,1,0,0,0,0,0,0,0
S01009403,One family household: Couple family,134,134,104,26,3,1,0,0,0,0,0
S01009403,One family household: Lone parent,19,18,16,2,0,0,0,0,1,0,0
S01009403,Other household types,4,3,3,0,0,0,0,0,0,0,1
S01009404,All households,232,223,201,17,1,4,1,6,2,0,0
S01009404,One person household,62,62,58,4,0,0,0,0,0,0,0
S01009404,One family household: Total,151,144,129,11,1,3,1,5,1,0,0
S01009404,One family household: All aged 65 and over,15,14,13,1,0,0,1,0,0,0,0
S01009404,One family household: Couple family,85,81,71,7,0,3,0,4,0,0,0
S01009404,One family household: Lone parent,51,49,45,3,1,0,0,1,1,0,0
S01009404,Other household types,19,17,14,2,0,1,0,1,1,0,0
S01009405,All households,157,157,136,20,1,0,0,0,0,0,0
S01009405,One person household,28,28,23,5,0,0,0,0,0,0,0
S01009405,One family household: Total,126,126,111,14,1,0,0,0,0,0,0
S01009405,One family household: All aged 65 and over,21,21,18,2,1,0,0,0,0,0,0
S01009405,One family household: Couple family,99,99,87,12,0,0,0,0,0,0,0
S01009405,One family household: Lone parent,6,6,6,0,0,0,0,0,0,0,0
S01009405,Other household types,3,3,2,1,0,0,0,0,0,0,0
S01009406,All households,429,425,394,25,2,4,0,4,0,0,0
S01009406,One person household,153,153,142,10,0,1,0,0,0,0,0
S01009406,One family household: Total,263,259,240,14,2,3,0,4,0,0,0
S01009406,One family household: All aged 65 and over,30,30,30,0,0,0,0,0,0,0,0
S01009406,One family household: Couple family,190,186,168,13,2,3,0,4,0,0,0
S01009406,One family household: Lone parent,43,43,42,1,0,0,0,0,0,0,0
S01009406,Other household types,13,13,12,1,0,0,0,0,0,0,0
S01009407,All households,227,224,203,19,1,1,0,3,0,0,0
S01009407,One person household,61,61,56,5,0,0,0,0,0,0,0
S01009407,One family household: Total,162,160,145,13,1,1,0,2,0,0,0
S01009407,One family household: All aged 65 and over,27,27,24,2,1,0,0,0,0,0,0
S01009407,One family household: Couple family,117,116,105,10,0,1,0,1,0,0,0
S01009407,One family household: Lone parent,18,17,16,1,0,0,0,1,0,0,0
S01009407,Other household types,4,3,2,1,0,0,0,1,0,0,0
S01009408,All households,307,305,276,24,1,4,0,1,0,0,1
S01009408,One person household,62,62,53,7,0,2,0,0,0,0,0
S01009408,One family household: Total,238,236,217,17,0,2,0,1,0,0,1
S01009408,One family household: All aged 65 and over,22,22,21,1,0,0,0,0,0,0,0
S01009408,One family household: Couple family,195,193,175,16,0,2,0,1,0,0,1
S01009408,One family household: Lone parent,21,21,21,0,0,0,0,0,0,0,0
S01009408,Other household types,7,7,6,0,1,0,0,0,0,0,0
S01009409,All households,308,307,293,11,1,2,0,1,0,0,0
S01009409,One person household,95,94,92,2,0,0,0,1,0,0,0
S01009409,One family household: Total,202,202,190,9,1,2,0,0,0,0,0
S01009409,One family household: All aged 65 and over,38,38,35,3,0,0,0,0,0,0,0
S01009409,One family household: Couple family,127,127,119,6,0,2,0,0,0,0,0
S01009409,One family household: Lone parent,37,37,36,0,1,0,0,0,0,0,0
S01009409,Other household types,11,11,11,0,0,0,0,0,0,0,0
S01009410,All households,351,348,327,15,4,2,0,2,1,0,0
S01009410,One person household,97,96,90,5,1,0,0,1,0,0,0
S01009410,One family household: Total,235,233,221,8,3,1,0,1,1,0,0
S01009410,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01009410,One family household: Couple family,173,172,163,5,3,1,0,0,1,0,0
S01009410,One family household: Lone parent,43,42,39,3,0,0,0,1,0,0,0
S01009410,Other household types,19,19,16,2,0,1,0,0,0,0,0
S01009411,All households,364,360,346,10,1,3,0,4,0,0,0
S01009411,One person household,108,107,104,2,0,1,0,1,0,0,0
S01009411,One family household: Total,234,231,221,7,1,2,0,3,0,0,0
S01009411,One family household: All aged 65 and over,22,21,18,2,1,0,0,1,0,0,0
S01009411,One family household: Couple family,168,167,162,4,0,1,0,1,0,0,0
S01009411,One family household: Lone parent,44,43,41,1,0,1,0,1,0,0,0
S01009411,Other household types,22,22,21,1,0,0,0,0,0,0,0
S01009412,All households,407,405,389,14,0,2,0,0,1,1,0
S01009412,One person household,156,156,152,3,0,1,0,0,0,0,0
S01009412,One family household: Total,238,236,225,10,0,1,0,0,1,1,0
S01009412,One family household: All aged 65 and over,30,30,30,0,0,0,0,0,0,0,0
S01009412,One family household: Couple family,161,160,151,9,0,0,0,0,0,1,0
S01009412,One family household: Lone parent,47,46,44,1,0,1,0,0,1,0,0
S01009412,Other household types,13,13,12,1,0,0,0,0,0,0,0
S01009413,All households,456,446,428,10,4,4,0,4,1,5,0
S01009413,One person household,161,155,149,2,1,3,0,2,1,3,0
S01009413,One family household: Total,281,277,266,7,3,1,0,2,0,2,0
S01009413,One family household: All aged 65 and over,37,37,37,0,0,0,0,0,0,0,0
S01009413,One family household: Couple family,210,206,195,7,3,1,0,2,0,2,0
S01009413,One family household: Lone parent,34,34,34,0,0,0,0,0,0,0,0
S01009413,Other household types,14,14,13,1,0,0,0,0,0,0,0
S01009414,All households,292,290,270,18,1,1,0,1,0,0,1
S01009414,One person household,70,70,64,6,0,0,0,0,0,0,0
S01009414,One family household: Total,213,212,199,11,1,1,0,0,0,0,1
S01009414,One family household: All aged 65 and over,27,27,24,2,1,0,0,0,0,0,0
S01009414,One family household: Couple family,150,150,143,6,0,1,0,0,0,0,0
S01009414,One family household: Lone parent,36,35,32,3,0,0,0,0,0,0,1
S01009414,Other household types,9,8,7,1,0,0,0,1,0,0,0
S01009415,All households,386,377,349,23,1,4,0,5,2,2,0
S01009415,One person household,163,156,148,8,0,0,0,4,1,2,0
S01009415,One family household: Total,205,203,187,12,1,3,0,1,1,0,0
S01009415,One family household: All aged 65 and over,20,20,17,3,0,0,0,0,0,0,0
S01009415,One family household: Couple family,149,148,140,5,0,3,0,1,0,0,0
S01009415,One family household: Lone parent,36,35,30,4,1,0,0,0,1,0,0
S01009415,Other household types,18,18,14,3,0,1,0,0,0,0,0
S01009416,All households,201,198,188,7,0,3,0,3,0,0,0
S01009416,One person household,32,32,32,0,0,0,0,0,0,0,0
S01009416,One family household: Total,162,159,150,6,0,3,0,3,0,0,0
S01009416,One family household: All aged 65 and over,24,24,23,1,0,0,0,0,0,0,0
S01009416,One family household: Couple family,124,123,115,5,0,3,0,1,0,0,0
S01009416,One family household: Lone parent,14,12,12,0,0,0,0,2,0,0,0
S01009416,Other household types,7,7,6,1,0,0,0,0,0,0,0
S01009417,All households,114,112,98,11,1,2,0,2,0,0,0
S01009417,One person household,14,13,12,1,0,0,0,1,0,0,0
S01009417,One family household: Total,96,95,82,10,1,2,0,1,0,0,0
S01009417,One family household: All aged 65 and over,9,9,7,2,0,0,0,0,0,0,0
S01009417,One family household: Couple family,79,78,67,8,1,2,0,1,0,0,0
S01009417,One family household: Lone parent,8,8,8,0,0,0,0,0,0,0,0
S01009417,Other household types,4,4,4,0,0,0,0,0,0,0,0
S01009418,All households,517,509,479,16,2,12,1,5,2,0,0
S01009418,One person household,189,186,173,7,2,4,1,2,0,0,0
S01009418,One family household: Total,308,303,289,8,0,6,0,3,2,0,0
S01009418,One family household: All aged 65 and over,36,36,35,1,0,0,0,0,0,0,0
S01009418,One family household: Couple family,227,222,212,7,0,3,0,3,2,0,0
S01009418,One family household: Lone parent,45,45,42,0,0,3,0,0,0,0,0
S01009418,Other household types,20,20,17,1,0,2,0,0,0,0,0
S01009419,All households,245,243,227,11,1,4,0,2,0,0,0
S01009419,One person household,75,73,72,1,0,0,0,2,0,0,0
S01009419,One family household: Total,159,159,145,10,1,3,0,0,0,0,0
S01009419,One family household: All aged 65 and over,16,16,15,0,1,0,0,0,0,0,0
S01009419,One family household: Couple family,106,106,99,6,0,1,0,0,0,0,0
S01009419,One family household: Lone parent,37,37,31,4,0,2,0,0,0,0,0
S01009419,Other household types,11,11,10,0,0,1,0,0,0,0,0
S01009420,All households,253,253,238,12,2,1,0,0,0,0,0
S01009420,One person household,66,66,64,1,1,0,0,0,0,0,0
S01009420,One family household: Total,176,176,165,9,1,1,0,0,0,0,0
S01009420,One family household: All aged 65 and over,10,10,10,0,0,0,0,0,0,0,0
S01009420,One family household: Couple family,102,102,96,6,0,0,0,0,0,0,0
S01009420,One family household: Lone parent,64,64,59,3,1,1,0,0,0,0,0
S01009420,Other household types,11,11,9,2,0,0,0,0,0,0,0
S01009421,All households,295,290,273,14,3,0,0,2,3,0,0
S01009421,One person household,73,73,69,2,2,0,0,0,0,0,0
S01009421,One family household: Total,205,200,190,9,1,0,0,2,3,0,0
S01009421,One family household: All aged 65 and over,30,30,28,1,1,0,0,0,0,0,0
S01009421,One family household: Couple family,116,112,107,5,0,0,0,2,2,0,0
S01009421,One family household: Lone parent,59,58,55,3,0,0,0,0,1,0,0
S01009421,Other household types,17,17,14,3,0,0,0,0,0,0,0
S01009422,All households,369,368,342,19,3,4,0,0,0,0,1
S01009422,One person household,106,106,101,4,0,1,0,0,0,0,0
S01009422,One family household: Total,248,247,229,13,3,2,0,0,0,0,1
S01009422,One family household: All aged 65 and over,38,38,34,3,0,1,0,0,0,0,0
S01009422,One family household: Couple family,166,165,155,7,2,1,0,0,0,0,1
S01009422,One family household: Lone parent,44,44,40,3,1,0,0,0,0,0,0
S01009422,Other household types,15,15,12,2,0,1,0,0,0,0,0
S01009423,All households,336,329,287,31,6,5,1,3,1,2,0
S01009423,One person household,45,44,40,3,1,0,1,0,0,0,0
S01009423,One family household: Total,280,275,237,28,5,5,0,2,1,2,0
S01009423,One family household: All aged 65 and over,5,5,5,0,0,0,0,0,0,0,0
S01009423,One family household: Couple family,257,253,217,26,5,5,0,1,1,2,0
S01009423,One family household: Lone parent,18,17,15,2,0,0,0,1,0,0,0
S01009423,Other household types,11,10,10,0,0,0,0,1,0,0,0
S01009424,All households,250,247,220,25,1,1,0,2,0,1,0
S01009424,One person household,75,75,66,8,1,0,0,0,0,0,0
S01009424,One family household: Total,166,164,146,17,0,1,0,1,0,1,0
S01009424,One family household: All aged 65 and over,20,20,17,3,0,0,0,0,0,0,0
S01009424,One family household: Couple family,133,131,117,13,0,1,0,1,0,1,0
S01009424,One family household: Lone parent,13,13,12,1,0,0,0,0,0,0,0
S01009424,Other household types,9,8,8,0,0,0,0,1,0,0,0
S01009425,All households,372,366,337,24,3,2,0,5,1,0,0
S01009425,One person household,134,131,124,6,1,0,0,3,0,0,0
S01009425,One family household: Total,224,222,203,15,2,2,0,2,0,0,0
S01009425,One family household: All aged 65 and over,52,52,47,4,1,0,0,0,0,0,0
S01009425,One family household: Couple family,138,136,125,9,0,2,0,2,0,0,0
S01009425,One family household: Lone parent,34,34,31,2,1,0,0,0,0,0,0
S01009425,Other household types,14,13,10,3,0,0,0,0,1,0,0
S01009426,All households,415,409,384,17,0,8,0,6,0,0,0
S01009426,One person household,183,183,172,9,0,2,0,0,0,0,0
S01009426,One family household: Total,218,212,198,8,0,6,0,6,0,0,0
S01009426,One family household: All aged 65 and over,32,32,30,2,0,0,0,0,0,0,0
S01009426,One family household: Couple family,124,118,110,4,0,4,0,6,0,0,0
S01009426,One family household: Lone parent,62,62,58,2,0,2,0,0,0,0,0
S01009426,Other household types,14,14,14,0,0,0,0,0,0,0,0
S01009427,All households,326,323,310,11,1,1,0,1,0,2,0
S01009427,One person household,153,152,148,3,1,0,0,0,0,1,0
S01009427,One family household: Total,161,159,150,8,0,1,0,1,0,1,0
S01009427,One family household: All aged 65 and over,22,22,20,1,0,1,0,0,0,0,0
S01009427,One family household: Couple family,99,97,92,5,0,0,0,1,0,1,0
S01009427,One family household: Lone parent,40,40,38,2,0,0,0,0,0,0,0
S01009427,Other household types,12,12,12,0,0,0,0,0,0,0,0
S01009428,All households,235,233,220,7,2,4,0,2,0,0,0
S01009428,One person household,51,50,50,0,0,0,0,1,0,0,0
S01009428,One family household: Total,177,176,164,6,2,4,0,1,0,0,0
S01009428,One family household: All aged 65 and over,15,15,15,0,0,0,0,0,0,0,0
S01009428,One family household: Couple family,117,116,105,6,2,3,0,1,0,0,0
S01009428,One family household: Lone parent,45,45,44,0,0,1,0,0,0,0,0
S01009428,Other household types,7,7,6,1,0,0,0,0,0,0,0
S01009429,All households,341,341,328,8,4,1,0,0,0,0,0
S01009429,One person household,126,126,119,3,3,1,0,0,0,0,0
S01009429,One family household: Total,205,205,199,5,1,0,0,0,0,0,0
S01009429,One family household: All aged 65 and over,38,38,38,0,0,0,0,0,0,0,0
S01009429,One family household: Couple family,113,113,110,3,0,0,0,0,0,0,0
S01009429,One family household: Lone parent,54,54,51,2,1,0,0,0,0,0,0
S01009429,Other household types,10,10,10,0,0,0,0,0,0,0,0
S01009430,All households,338,335,323,10,0,2,1,1,1,0,0
S01009430,One person household,120,120,116,2,0,2,0,0,0,0,0
S01009430,One family household: Total,200,198,191,7,0,0,0,1,1,0,0
S01009430,One family household: All aged 65 and over,18,18,18,0,0,0,0,0,0,0,0
S01009430,One family household: Couple family,130,129,123,6,0,0,0,1,0,0,0
S01009430,One family household: Lone parent,52,51,50,1,0,0,0,0,1,0,0
S01009430,Other household types,18,17,16,1,0,0,1,0,0,0,0
S01009431,All households,330,327,310,12,3,2,0,3,0,0,0
S01009431,One person household,122,122,118,3,1,0,0,0,0,0,0
S01009431,One family household: Total,193,190,180,7,2,1,0,3,0,0,0
S01009431,One family household: All aged 65 and over,34,34,32,0,2,0,0,0,0,0,0
S01009431,One family household: Couple family,117,114,107,6,0,1,0,3,0,0,0
S01009431,One family household: Lone parent,42,42,41,1,0,0,0,0,0,0,0
S01009431,Other household types,15,15,12,2,0,1,0,0,0,0,0
S01009432,All households,321,318,304,11,3,0,1,1,0,0,1
S01009432,One person household,85,83,79,3,1,0,0,1,0,0,1
S01009432,One family household: Total,218,217,209,6,2,0,1,0,0,0,0
S01009432,One family household: All aged 65 and over,18,18,17,0,1,0,0,0,0,0,0
S01009432,One family household: Couple family,140,140,135,5,0,0,0,0,0,0,0
S01009432,One family household: Lone parent,60,59,57,1,1,0,1,0,0,0,0
S01009432,Other household types,18,18,16,2,0,0,0,0,0,0,0
S01009433,All households,330,327,315,7,2,3,0,3,0,0,0
S01009433,One person household,92,91,88,1,0,2,0,1,0,0,0
S01009433,One family household: Total,222,221,212,6,2,1,0,1,0,0,0
S01009433,One family household: All aged 65 and over,16,16,15,0,1,0,0,0,0,0,0
S01009433,One family household: Couple family,133,133,128,4,0,1,0,0,0,0,0
S01009433,One family household: Lone parent,73,72,69,2,1,0,0,1,0,0,0
S01009433,Other household types,16,15,15,0,0,0,0,1,0,0,0
S01009434,All households,248,245,236,7,1,1,1,2,0,0,0
S01009434,One person household,83,82,79,2,1,0,0,1,0,0,0
S01009434,One family household: Total,156,154,150,4,0,0,1,1,0,0,0
S01009434,One family household: All aged 65 and over,27,27,25,2,0,0,0,0,0,0,0
S01009434,One family household: Couple family,92,90,88,2,0,0,1,1,0,0,0
S01009434,One family household: Lone parent,37,37,37,0,0,0,0,0,0,0,0
S01009434,Other household types,9,9,7,1,0,1,0,0,0,0,0
S01009435,All households,347,347,338,7,1,1,0,0,0,0,0
S01009435,One person household,122,122,118,4,0,0,0,0,0,0,0
S01009435,One family household: Total,204,204,199,3,1,1,0,0,0,0,0
S01009435,One family household: All aged 65 and over,14,14,14,0,0,0,0,0,0,0,0
S01009435,One family household: Couple family,112,112,108,3,0,1,0,0,0,0,0
S01009435,One family household: Lone parent,78,78,77,0,1,0,0,0,0,0,0
S01009435,Other household types,21,21,21,0,0,0,0,0,0,0,0
S01009436,All households,298,297,286,7,3,1,0,0,1,0,0
S01009436,One person household,81,81,80,1,0,0,0,0,0,0,0
S01009436,One family household: Total,209,208,199,5,3,1,0,0,1,0,0
S01009436,One family household: All aged 65 and over,17,17,17,0,0,0,0,0,0,0,0
S01009436,One family household: Couple family,146,146,137,5,3,1,0,0,0,0,0
S01009436,One family household: Lone parent,46,45,45,0,0,0,0,0,1,0,0
S01009436,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01009437,All households,318,317,308,7,0,2,0,0,1,0,0
S01009437,One person household,121,120,116,4,0,0,0,0,1,0,0
S01009437,One family household: Total,184,184,179,3,0,2,0,0,0,0,0
S01009437,One family household: All aged 65 and over,27,27,27,0,0,0,0,0,0,0,0
S01009437,One family household: Couple family,130,130,125,3,0,2,0,0,0,0,0
S01009437,One family household: Lone parent,27,27,27,0,0,0,0,0,0,0,0
S01009437,Other household types,13,13,13,0,0,0,0,0,0,0,0
S01009438,All households,410,404,397,5,1,1,0,6,0,0,0
S01009438,One person household,157,155,151,4,0,0,0,2,0,0,0
S01009438,One family household: Total,231,227,225,1,1,0,0,4,0,0,0
S01009438,One family household: All aged 65 and over,36,36,36,0,0,0,0,0,0,0,0
S01009438,One family household: Couple family,148,144,142,1,1,0,0,4,0,0,0
S01009438,One family household: Lone parent,47,47,47,0,0,0,0,0,0,0,0
S01009438,Other household types,22,22,21,0,0,1,0,0,0,0,0
S01009439,All households,386,384,361,18,3,2,0,2,0,0,0
S01009439,One person household,97,97,93,2,1,1,0,0,0,0,0
S01009439,One family household: Total,277,275,257,16,1,1,0,2,0,0,0
S01009439,One family household: All aged 65 and over,24,24,22,1,0,1,0,0,0,0,0
S01009439,One family household: Couple family,177,175,166,8,1,0,0,2,0,0,0
S01009439,One family household: Lone parent,76,76,69,7,0,0,0,0,0,0,0
S01009439,Other household types,12,12,11,0,1,0,0,0,0,0,0
S01009440,All households,328,324,310,9,2,3,0,4,0,0,0
S01009440,One person household,137,136,129,4,0,3,0,1,0,0,0
S01009440,One family household: Total,183,180,174,4,2,0,0,3,0,0,0
S01009440,One family household: All aged 65 and over,40,40,38,1,1,0,0,0,0,0,0
S01009440,One family household: Couple family,107,105,101,3,1,0,0,2,0,0,0
S01009440,One family household: Lone parent,36,35,35,0,0,0,0,1,0,0,0
S01009440,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01009441,All households,370,365,349,16,0,0,0,1,1,3,0
S01009441,One person household,117,117,115,2,0,0,0,0,0,0,0
S01009441,One family household: Total,243,238,225,13,0,0,0,1,1,3,0
S01009441,One family household: All aged 65 and over,23,23,23,0,0,0,0,0,0,0,0
