time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CPP_End_first_6months,3_months,3_months_percent,3_months_transfer,3_months_transfer_percent,3_6_months,3_6_months_percent,6_months+,6_months+_percent
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans ending during the first six months of the year,162,55,34,10,18.2,32,19.8,75,46.3
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans ending during the first six months of the year,136,38,27.9,c,c,34,25,64,47.1
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans ending during the first six months of the year,45,6,13.3,0,0,7,15.6,32,71.1
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans ending during the first six months of the year,223,60,26.9,c,c,47,21.1,116,52
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans ending during the first six months of the year,130,32,24.6,19,59.4,14,10.8,84,64.6
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans ending during the first six months of the year,210,66,31.4,19,28.8,66,31.4,78,37.1
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans ending during the first six months of the year,128,46,35.9,7,15.2,25,19.5,57,44.5
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans ending during the first six months of the year,122,18,14.8,7,38.9,24,19.7,80,65.6
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans ending during the first six months of the year,179,67,37.4,10,14.9,42,23.5,70,39.1
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans ending during the first six months of the year,198,59,29.8,c,c,61,30.8,78,39.4
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans ending during the first six months of the year,145,39,26.9,6,15.4,31,21.4,75,51.7
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans ending during the first six months of the year,173,42,24.3,c,c,45,26,86,49.7
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans ending during the first six months of the year,93,24,25.8,7,29.2,28,30.1,41,44.1
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans ending during the first six months of the year,131,35,26.7,c,c,39,29.8,57,43.5
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans ending during the first six months of the year,241,81,33.6,6,7.4,70,29,90,37.3
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans ending during the first six months of the year,139,35,25.2,c,c,32,23,72,51.8
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans ending during the first six months of the year,85,20,23.5,c,c,19,22.4,46,54.1
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans ending during the first six months of the year,114,37,32.5,c,c,23,20.2,54,47.4
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans ending during the first six months of the year,157,48,30.6,29,60.4,34,21.7,75,47.8
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans ending during the first six months of the year,66,12,18.2,c,c,20,30.3,34,51.5
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans ending during the first six months of the year,179,c,c,0,0,c,c,161,89.9
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans ending during the first six months of the year,136,33,24.3,c,c,46,33.8,57,41.9
2015,Reporting year,National,E92000001,England,,,,,,Child Protection Plans ending during the first six months of the year,29620,8410,28.4,1100,13,6700,22.6,14500,48.9
2015,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans ending during the first six months of the year,1840,420,22.6,70,16.1,440,24.1,980,53.3
2015,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans ending during the first six months of the year,4980,1590,31.9,190,11.6,1120,22.5,2260,45.4
2015,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Child Protection Plans ending during the first six months of the year,3180,960,30,150,15.5,680,21.5,1540,48.5
2015,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans ending during the first six months of the year,2670,1130,42.3,60,5,450,16.7,1100,41.1
2015,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans ending during the first six months of the year,3390,920,27.2,90,9.6,690,20.3,1780,52.5
2015,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans ending during the first six months of the year,2730,560,20.6,110,19.2,770,28.2,1390,51
2015,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans ending during the first six months of the year,3990,970,24.4,230,23.7,930,23.2,2090,52.4
2015,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans ending during the first six months of the year,4010,1140,28.5,160,13.7,990,24.6,1880,46.9
2015,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans ending during the first six months of the year,2820,720,25.5,50,7.5,640,22.5,1460,51.9
2015,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans ending during the first six months of the year,1490,290,19.5,100,33,260,17.7,930,62.7
2015,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans ending during the first six months of the year,2500,680,27.3,140,19.8,660,26.5,1160,46.2
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans ending during the first six months of the year,80,29,36.3,0,0,18,22.5,33,41.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Child Protection Plans ending during the first six months of the year,321,79,24.6,9,11.4,108,33.6,134,41.7
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans ending during the first six months of the year,144,36,25,10,27.8,39,27.1,69,47.9
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans ending during the first six months of the year,83,14,16.9,6,42.9,10,12,59,71.1
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans ending during the first six months of the year,156,35,22.4,c,c,39,25,82,52.6
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans ending during the first six months of the year,209,59,28.2,20,33.9,59,28.2,91,43.5
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans ending during the first six months of the year,104,8,7.7,c,c,13,12.5,83,79.8
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans ending during the first six months of the year,166,12,7.2,c,c,34,20.5,120,72.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans ending during the first six months of the year,131,28,21.4,7,25,43,32.8,60,45.8
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans ending during the first six months of the year,108,26,24.1,c,c,25,23.1,57,52.8
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans ending during the first six months of the year,171,49,28.7,c,c,34,19.9,88,51.5
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans ending during the first six months of the year,170,41,24.1,c,c,22,12.9,107,62.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans ending during the first six months of the year,184,107,58.2,11,10.3,41,22.3,36,19.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans ending during the first six months of the year,177,51,28.8,11,21.6,33,18.6,88,49.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans ending during the first six months of the year,169,40,23.7,6,15,22,13,107,63.3
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans ending during the first six months of the year,165,51,30.9,6,11.8,40,24.2,74,44.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans ending during the first six months of the year,120,27,22.5,0,0,33,27.5,60,50
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans ending during the first six months of the year,128,15,11.7,11,73.3,28,21.9,85,66.4
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans ending during the first six months of the year,386,135,35,10,7.4,86,22.3,165,42.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans ending during the first six months of the year,90,11,12.2,c,c,29,32.2,50,55.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans ending during the first six months of the year,94,11,11.7,0,0,15,16,68,72.3
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans ending during the first six months of the year,692,144,20.8,c,c,154,22.3,392,56.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans ending during the first six months of the year,329,136,41.3,19,14,52,15.8,141,42.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending during the first six months of the year,550,236,42.9,9,3.8,126,22.9,188,34.2
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending during the first six months of the year,142,60,42.3,13,21.7,53,37.3,29,20.4
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending during the first six months of the year,196,56,28.6,9,16.1,59,30.1,81,41.3
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending during the first six months of the year,230,94,40.9,22,23.4,57,24.8,79,34.3
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending during the first six months of the year,169,87,51.5,c,c,15,8.9,67,39.6
