time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,17 to 18 years,Local authority in touch with care leaver,72,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,17 to 18 years,Total,72,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,19 to 21 years,Local authority in touch with care leaver,203,97
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,19 to 21 years,Total,209,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,17 to 18 years,Local authority in touch with care leaver,11,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,17 to 18 years,Total,11,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,19 to 21 years,Local authority in touch with care leaver,16,94
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,19 to 21 years,Total,17,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,17 to 18 years,Local authority in touch with care leaver,61,98
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,17 to 18 years,Total,62,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,19 to 21 years,Local authority in touch with care leaver,153,93
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,19 to 21 years,Local authority not in touch with care leaver,7,4
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,19 to 21 years,Total,165,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,17 to 18 years,Local authority in touch with care leaver,109,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,17 to 18 years,Total,109,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,19 to 21 years,Local authority in touch with care leaver,206,91
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,19 to 21 years,Local authority not in touch with care leaver,15,7
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,19 to 21 years,Total,226,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,17 to 18 years,Local authority in touch with care leaver,56,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,17 to 18 years,Total,56,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,19 to 21 years,Local authority in touch with care leaver,158,91
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,19 to 21 years,Local authority not in touch with care leaver,15,9
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,19 to 21 years,Total,173,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,17 to 18 years,Local authority in touch with care leaver,72,97
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,17 to 18 years,Total,74,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,19 to 21 years,Local authority in touch with care leaver,206,89
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,19 to 21 years,Local authority not in touch with care leaver,17,7
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,19 to 21 years,Total,232,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,17 to 18 years,Local authority in touch with care leaver,69,96
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,17 to 18 years,Total,72,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,19 to 21 years,Local authority in touch with care leaver,264,90
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,19 to 21 years,Total,293,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,19 to 21 years,Young person no longer requires services,20,7
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,17 to 18 years,Local authority in touch with care leaver,29,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,17 to 18 years,Total,29,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,17 to 18 years,Young person refuses contact,0,0
