time_period,time_identifier,geographic_level,country_name,country_code,school_phase,expenditure_type,expenditure_description,expenditure,expenditure_per_pupil
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teacher insurance (E10),10.9,13
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Staff related insurance (E11),5.34,7
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Building maintenance and improvement (E12),90.64,111
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Grounds maintenance and improvement (E13),11.43,14
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Cleaning and caretaking (E14),54.29,66
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Water and sewerage (E15),11.87,14
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Energy (E16),75.89,93
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Rates (E17),74.85,91
201920,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Other occupation costs (E18),23.32,28
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),190.5,233
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,ICT learning resources (E20),62.95,77
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Exam fees (E21),70.52,86
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Administrative supplies (E22),60.12,73
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Other insurance premiums (E23),23.95,29
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Special facilities (E24),26.15,32
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Catering supplies (E25),87.6,107
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Agency supply teaching staff (E26),86.53,106
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Bought in professional services – curriculum (E27),75.73,92
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",76.32,93
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",104.74,128
201920,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Total bought in professional services (E28a/b),181.06,221
201920,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Loan interest (E29),1.49,2
201920,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),14.15,17
201920,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school staff (E31),5.16,6
201920,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school costs (E32),4.05,5
201920,Financial year,National,England,E92000001,Secondary,Capital expenditure,Acquisition of land and existing buildings (CE01),0.66,1
201920,Financial year,National,England,E92000001,Secondary,Capital expenditure,"New construction, conversion and renovation (CE02)",41.29,50
201920,Financial year,National,England,E92000001,Secondary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",3.67,4
201920,Financial year,National,England,E92000001,Secondary,Capital expenditure,Information and communication technology (CE04),13.06,16
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supply staff costs,112.11,137
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total staff costs,3794.68,4634
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total premises costs,361.17,441
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total occupation costs,328.76,401
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supplies and services,640.86,783
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Community expenditure,9.21,11
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total expenditure,5057.58,6176
201920,Financial year,National,England,E92000001,Secondary,Total expenditure,Total net expenditure,4975.36,6076
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Teaching Staff (E01),702.86,8438
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teaching staff (E02),6.77,81
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Education support staff (E03),649.95,7802
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Premises staff (E04),38.39,461
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Administrative and clerical staff (E05),96.6,1160
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Catering staff (E06),8.6,103
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Cost of other staff (E07),35.27,423
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Indirect employee expenses (E08),17.99,216
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Development and training (E09),11.31,136
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teacher insurance (E10),6.4,77
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Staff related insurance (E11),4.46,54
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Building maintenance and improvement (E12),35.71,429
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Grounds maintenance and improvement (E13),3.43,41
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Cleaning and caretaking (E14),18.17,218
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Water and sewerage (E15),4.26,51
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Energy (E16),23.52,282
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Rates (E17),0.27,3
201920,Financial year,National,England,E92000001,Special,Premises related expenditure,Other occupation costs (E18),11.71,141
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),54.49,654
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,ICT learning resources (E20),16.82,202
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Exam fees (E21),2.37,28
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Administrative supplies (E22),18.17,218
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Other insurance premiums (E23),6.63,80
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Special facilities (E24),9.46,114
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Catering supplies (E25),25.48,306
201920,Financial year,National,England,E92000001,Special,Staff related expenditure,Agency supply teaching staff (E26),42.09,505
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Bought in professional services – curriculum (E27),50.84,610
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",37.53,451
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",10.4,125
201920,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Total bought in professional services (E28a/b),47.93,575
201920,Financial year,National,England,E92000001,Special,Finance related expenditure,Loan interest (E29),0.13,2
201920,Financial year,National,England,E92000001,Special,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),9.05,109
